 motorola z2 play	 5.5" Screen	 12 MP Camera	 4GB RAM	 3000mAh Battery
 motorola	 6.4" Screen	 48 MP Camera	 4GB RAM	 3600mAh Battery
 karbonn	 1.8" Screen	 1.3 MP Camera	 5000mAh Battery
 mobiistar c1	 5.34" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 motorola x4	 5.2" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
	 1.8" Screen	 0.3 MP Camera	 32MB RAM	 1000mAh Battery
 lava	 4.5" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 ivoomi ipro plus	 4.95" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 tecno camon	 6.2" Screen	 Dual Camera	 4GB RAM	 3750mAh Battery
 gionee f9	 5.71" Screen	 13 MP Camera	 3GB RAM	 3520mAh Battery
 blackberry z10	 4.2" Screen	 8 MP Camera	 2GB RAM	 1800mAh Battery
 gionee s6	 5.5" Screen	 13 MP Camera	 3GB RAM	 3150mAh Battery
 gionee m5 plus	 6.0" Screen	 13 MP Camera	 3GB RAM	 5020mAh Battery
 google pixel 2	 5.0" Screen	 12.2 MP Camera	 4GB RAM	 2700mAh Battery
 karbonn jumbo k9	 2.4" Screen	 1.3 MP Camera	 32MB RAM	 1800mAh Battery
 lava	 5.0" Screen	 5 MP Camera	 1GB RAM	 2500mAh Battery
	 5.0" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 oneplus	 6.55" Screen	 Triple Camera	 8GB RAM	 3800mAh Battery
 huawei pro	 6.09" Screen	 13 MP Camera	 3GB RAM	 3020mAh Battery
 lg thinq	 6.1" Screen	 Triple Camera	 6GB RAM	 3500mAh Battery
 redmi 4	 5.0" Screen	 13 MP Camera	 3GB RAM	 4100mAh Battery
 apple iphone 6	 4.7" Screen	 8 MP Camera	 1GB RAM	 1810mAh Battery
 huawei nova	 6.26" Screen	 Quad Camera	 8GB RAM	 3750mAh Battery
 nubia magic	 6.0" Screen	 24 MP Camera	 8GB RAM	 3800mAh Battery
 vivo 4g	 4.5" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 samsung galaxy s8 plus	 6.2" Screen	 12 MP Camera	 6GB RAM	 3500mAh Battery
 lenovo	 4.5" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 a44 pro	 5.45" Screen	 8 MP Camera	 2GB RAM	 2400mAh Battery
 vivo 3	 6.41" Screen	 Triple Camera	 12GB RAM	 4000mAh Battery
 coolpad cool 9	 5.71" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 nokia	 3.9" Screen	 8 MP Camera	 1GB RAM	 1450mAh Battery
 mobiistar c1	 5.34" Screen	 5 MP Camera	 2GB RAM	 3000mAh Battery
 micromax selfie 3	 5.0" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 apple iphone xs plus	 6.5" Screen	 Dual Camera	 4GB RAM	 3174mAh Battery
 lenovo a7000	 5.5" Screen	 8 MP Camera	 2GB RAM	 2900mAh Battery
 karbonn k2	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 lg q7	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 motorola	 6.3" Screen	 Dual Camera	 4GB RAM	 3500mAh Battery
 asus zenfone 3	 5.2" Screen	 16 MP Camera	 3GB RAM	 2650mAh Battery
 nokia 5	 5.2" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 tecno camon 2x	 5.5" Screen	 Dual Camera	 3GB RAM	 3050mAh Battery
 power	 2.4" Screen	 0.3 MP Camera	 2500mAh Battery
 samsung galaxy	 5.8" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 karbonn k24 plus	 2.4" Screen	 0.3 MP Camera	 1800mAh Battery
 motorola g5s	 5.2" Screen	 16 MP Camera	 4GB RAM	 3000mAh Battery
 sony xperia ultra	 6.5" Screen	 Dual Camera	 6GB RAM	 3700mAh Battery
	 2.4" Screen	 0.3 MP Camera	 5000mAh Battery
 samsung galaxy j7 prime	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 sony xperia xa dual	 5.0" Screen	 13 MP Camera	 2GB RAM	 2300mAh Battery
 panasonic eluga ray	 5.5" Screen	 13 MP Camera	 4GB RAM	 4000mAh Battery
 redmi a3	 6.08" Screen	 Triple Camera	 6GB RAM	 4030mAh Battery
 motorola z2 force	 5.5" Screen	 Dual Camera	 6GB RAM	 2730mAh Battery
 lyf water 1	 5.0" Screen	 13 MP Camera	 2GB RAM	 2600mAh Battery
	 5.5" Screen	 Dual Camera	 3GB RAM	 3500mAh Battery
 motorola moto x	 5.5" Screen	 21 MP Camera	 2GB RAM	 3630mAh Battery
 blackberry classic	 3.5" Screen	 8 MP Camera	 2GB RAM	 2515mAh Battery
 gionee	 5.2" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 samsung galaxy a5	 5.5" Screen	 Dual Camera	 4GB RAM	 3250mAh Battery
 flip 6	 2.4" Screen	 0.3 MP Camera	 1200mAh Battery
 samsung galaxy s10	 6.1" Screen	 Triple Camera	 8GB RAM	 3400mAh Battery
 oppo f11 pro	 6.5" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 lenovo phab 2 plus	 6.4" Screen	 Dual Camera	 3GB RAM	 4050mAh Battery
 micromax bolt	 4.5" Screen	 5 MP Camera	 1GB RAM	 1700mAh Battery
 oppo a71	 5.2" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 huawei mate 10 lite	 5.9" Screen	 Dual Camera	 4GB RAM	 3340mAh Battery
 apple iphone xr	 6.1" Screen	 Dual Camera	 4GB RAM	 3110mAh Battery
 panasonic	 5.0" Screen	 8 MP Camera	 1GB RAM	 2500mAh Battery
 lava kkt 34 power	 2.4" Screen	 1.3 MP Camera	 2000mAh Battery
 asus zenfone 2 ze551ml	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 redmi a2 lite	 5.84" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 lava z91	 5.7" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 oppo f5 youth	 6" Screen	 13 MP Camera	 3GB RAM	 3200mAh Battery
 huawei p30	 6.1" Screen	 Triple Camera	 6GB RAM	 3650mAh Battery
 samsung galaxy j6 prime	 6.0" Screen	 Dual Camera	 3GB RAM	 4350mAh Battery
 sony xperia 10 plus	 6.5" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 redmi max	 6.4" Screen	 16 MP Camera	 3GB RAM	 4850mAh Battery
 vivo	 5.2" Screen	 8 MP Camera	 2GB RAM	 2650mAh Battery
 google pixel 3a xl	 6.0" Screen	 12.2 MP Camera	 4GB RAM	 3700mAh Battery
 lg q6 plus	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 plus	 1.77" Screen	 0.3 MP Camera	 400mAh Battery
	 3.5" Screen	 3.2 MP Camera	 512MB RAM	 1400mAh Battery
 motorola m	 5.5" Screen	 16 MP Camera	 4GB RAM	 3050mAh Battery
 sony xperia	 5.7" Screen	 19 MP Camera	 6GB RAM	 3180mAh Battery
 lenovo z1	 5.5" Screen	 13 MP Camera	 3GB RAM	 4100mAh Battery
 samsung galaxy x	 5.0" Screen	 18 MP Camera	 6GB RAM	 4000mAh Battery
 samsung galaxy j1 ace	 4.3" Screen	 5 MP Camera	 512MB RAM	 1800mAh Battery
 lava prime z	 2.4" Screen	 1.3 MP Camera	 1200mAh Battery
 sony xperia l1	 5.5" Screen	 13 MP Camera	 2GB RAM	 2620mAh Battery
 apple iphone 6s plus	 5.5" Screen	 12 MP Camera	 2GB RAM	 2750mAh Battery
 motorola z play	 5.5" Screen	 16 MP Camera	 3GB RAM	 3510mAh Battery
 lenovo	 6.39" Screen	 Triple Camera	 6GB RAM	 4000mAh Battery
 vivo	 6.2" Screen	 Dual Camera	 2GB RAM	 3000mAh Battery
 lenovo vibe k5 note	 5.5" Screen	 13 MP Camera	 3GB RAM	 3500mAh Battery
 apple iphone	 6.1" Screen	 Dual Camera	 4GB RAM	 3060mAh Battery
 p1	 5.0" Screen	 8 MP Camera	 2GB RAM	 3950mAh Battery
	 1.8" Screen	 0.3 MP Camera	 1800mAh Battery
 htc desire	 5.5" Screen	 13 MP Camera	 2GB RAM	 2600mAh Battery
 honor 8 lite	 5.2" Screen	 12 MP Camera	 4GB RAM	 3000mAh Battery
	 1.8" Screen	 0.3 MP Camera	 800mAh Battery
 mobiistar e1 selfie	 5.45" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 micromax bharat go	 4.5" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 lava 34 super	 2.4" Screen	 0.3 MP Camera	 2500mAh Battery
 infocus turbo 5	 5.2" Screen	 13 MP Camera	 2GB RAM	 5000mAh Battery
 xolo era 1x	 5.0" Screen	 8 MP Camera	 1GB RAM	 2500mAh Battery
 power 5	 6.0" Screen	 Dual Camera	 6GB RAM	 13000mAh Battery
 lenovo s5 pro	 6.2" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 vivo pro	 6.39" Screen	 Quad Camera	 6GB RAM	 4000mAh Battery
 redmi y1	 5.5" Screen	 13 MP Camera	 3GB RAM	 3080mAh Battery
 lenovo p2	 5.5" Screen	 13 MP Camera	 3GB RAM	 5100mAh Battery
 oppo f3 plus	 6" Screen	 16 MP Camera	 6GB RAM	 4000mAh Battery
 motorola e6	 5.5" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 huawei	 6.09" Screen	 13 MP Camera	 2GB RAM	 3020mAh Battery
 vivo	 4.7" Screen	 8 MP Camera	 1GB RAM	 2200mAh Battery
 micromax x1i	 2.4" Screen	 0.3 MP Camera	 1300mAh Battery
 samsung galaxy s9	 5.8" Screen	 12 MP Camera	 4GB RAM	 3000mAh Battery
 samsung galaxy s9 plus	 6.2" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 sony xperia 10	 6.0" Screen	 Dual Camera	 3GB RAM	 2870mAh Battery
 panasonic eluga ray 500	 5.0" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 micromax	 2.4" Screen	 0.3 MP Camera	 32MB RAM	 0.3 MP Front Camera
 gionee f103 pro	 5.0" Screen	 13 MP Camera	 3GB RAM	 2400mAh Battery
 z2	 6.2" Screen	 Dual Camera	 6GB RAM	 3850mAh Battery
 micromax evok dual note	 5.5" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 micromax	 5.45" Screen	 5 MP Camera	 2GB RAM	 2200mAh Battery
 mega a35	 3.5" Screen	 2 MP Camera	 256MB RAM	 1400mAh Battery
 honor 7x	 5.93" Screen	 Dual Camera	 4GB RAM	 3340mAh Battery
 intex infie 3	 4.95" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 samsung	 4.2" Screen	 12 MP Camera	 4GB RAM	 2300mAh Battery
 yu yunique 2	 5.0" Screen	 13 MP Camera	 2GB RAM	 2500mAh Battery
 intex elyt e6	 5.0" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 micromax	 2.4" Screen	 0.3 MP Camera	 32MB RAM	 800mAh Battery
 coolpad mega	 5.0" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 huawei mate 20 x	 7.2" Screen	 Triple Camera	 6GB RAM	 4200mAh Battery
 asus zenfone 3 max	 5.2" Screen	 13 MP Camera	 3GB RAM	 4100mAh Battery
 lenovo k5 pro	 5.99" Screen	 Dual Camera	 4GB RAM	 4050mAh Battery
 intex selfie	 5.5" Screen	 8 MP Camera	 2GB RAM	 3000mAh Battery
 lyf	 4.5" Screen	 5 MP Camera	 1GB RAM	 2800mAh Battery
 yu yureka	 5.5" Screen	 13 MP Camera	 2GB RAM	 2500mAh Battery
 karbonn k99 rock	 2.8" Screen	 1.3 MP Camera	 3000mAh Battery
 huawei	 5.7" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 htc desire lte	 5.0" Screen	 13 MP Camera	 2GB RAM	 2000mAh Battery
 g1	 5.5" Screen	 8 MP Camera	 3GB RAM	 2900mAh Battery
 lenovo k6 power	 5.0" Screen	 13 MP Camera	 4GB RAM	 4000mAh Battery
 samsung galaxy s duos 3	 4.0" Screen	 5 MP Camera	 512MB RAM	 1500mAh Battery
 gionee long	 2.6" Screen	 1.3 MP Camera	 8MB RAM	 1700mAh Battery
 panasonic	 5.0" Screen	 5 MP Camera	 1GB RAM	 2400mAh Battery
 lenovo phab 2	 6.4" Screen	 13 MP Camera	 3GB RAM	 4050mAh Battery
 lava z81	 5.7" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
	 1.8" Screen	 0.3 MP Camera	 32MB RAM	 1000mAh Battery
 asus zenfone 2 laser	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
	 2.4" Screen	 0.3 MP Camera	 1600mAh Battery
	 1.8" Screen	 0.3 MP Camera	 2500mAh Battery
 lg k10	 5.3" Screen	 13 MP Camera	 2GB RAM	 2300mAh Battery
 lava a97 ips	 5.0" Screen	 5 MP Camera	 1GB RAM	 2350mAh Battery
 k2	 5.0" Screen	 5 MP Camera	 1GB RAM	 2200mAh Battery
 motorola	 6.2" Screen	 12 MP Camera	 4GB RAM	 2730mAh Battery
 samsung galaxy a9 star	 6.28" Screen	 Dual Camera	 4GB RAM	 3700mAh Battery
 tecno camon 3	 6.2" Screen	 Dual Camera	 2GB RAM	 3500mAh Battery
 nokia 105	 1.77" Screen	 4MB RAM	 800mAh Battery
 redmi	 5" Screen	 13 MP Camera	 2GB RAM	 3050mAh Battery
 ivoomi i2 lite	 5.45" Screen	 Dual Camera	 2GB RAM	 4000mAh Battery
 nokia 105 dual sim	 1.77" Screen	 4MB RAM	 800mAh Battery
 samsung galaxy a6	 5.6" Screen	 16 MP Camera	 4GB RAM	 3000mAh Battery
 oppo f5	 6.0" Screen	 16 MP Camera	 6GB RAM	 3200mAh Battery
 leeco le	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 comio p1	 5.5" Screen	 13 MP Camera	 3GB RAM	 5000mAh Battery
 sony xperia z5 dual	 5.2" Screen	 23 MP Camera	 3GB RAM	 2900mAh Battery
 xolo zx	 6.22" Screen	 Dual Camera	 6GB RAM	 3260mAh Battery
 star 4g	 4.0" Screen	 5 MP Camera	 1GB RAM	 1800mAh Battery
 oppo a5	 6.2" Screen	 Dual Camera	 3GB RAM	 4230mAh Battery
 google pixel 3 xl	 6.3" Screen	 12.2 MP Camera	 4GB RAM	 3430mAh Battery
 karbonn	 2.4" Screen	 0.3 MP Camera	 4000mAh Battery
	 1.44" Screen	 0.3 MP Camera	 800mAh Battery
 sony xperia e1 dual	 4.0" Screen	 3.1 MP Camera	 512MB RAM	 1750mAh Battery
 vivo	 6.35" Screen	 Triple Camera	 4GB RAM	 5000mAh Battery
 huawei smart z	 6.59" Screen	 Dual Camera	 4GB RAM	 4000mAh Battery
 sony xperia 2	 6.2" Screen	 Triple Camera	 6GB RAM	 3000mAh Battery
 blackberry	 5.0" Screen	 8 MP Camera	 2GB RAM	 2800mAh Battery
 intex 4g	 5.0" Screen	 8 MP Camera	 1GB RAM	 2230mAh Battery
 asus zenfone selfie	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 s2	 5.0" Screen	 1GB RAM	 3000mAh Battery
 oppo find y	 6.5" Screen	 Dual Camera	 8GB RAM	 4000mAh Battery
 htc desire	 5.7" Screen	 13 MP Camera	 3GB RAM	 3075mAh Battery
	 2.4" Screen	 0.3 MP Camera	 8000mAh Battery
 tecno camon i	 5.65" Screen	 13 MP Camera	 3GB RAM	 3050mAh Battery
 intex turbo 108	 2.4" Screen	 0.3 MP Camera	 1050mAh Battery
 intex s3	 5.0" Screen	 8 MP Camera	 2GB RAM	 2450mAh Battery
 magic 1 max	 2.8" Screen	 0.3 MP Camera	 1900mAh Battery
 infocus a2	 5.0" Screen	 5 MP Camera	 2GB RAM	 2400mAh Battery
 yu yureka plus	 5.5" Screen	 13 MP Camera	 2GB RAM	 2500mAh Battery
 comio c1 pro	 5.0" Screen	 8 MP Camera	 1.5GB RAM	 2500mAh Battery
 google pixel xl	 5.5" Screen	 12.3 MP Camera	 4GB RAM	 3450mAh Battery
 nubia magic 2	 6.2" Screen	 Dual Camera	 10GB RAM	 4000mAh Battery
 mobiistar c2	 5.34" Screen	 8 MP Camera	 2GB RAM	 3000mAh Battery
	 2.4" Screen	 0.3 MP Camera	 32MB RAM	 1800mAh Battery
 nokia 5.1 plus	 5.86" Screen	 Dual Camera	 6GB RAM	 3060mAh Battery
	 5.65" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 panasonic	 5.45" Screen	 8 MP Camera	 2GB RAM	 2500mAh Battery
 pocket	 4.0" Screen	 5 MP Camera	 512MB RAM	 0.3 MP Front Camera
 samsung galaxy j1	 4.3" Screen	 5 MP Camera	 512MB RAM	 1850mAh Battery
 micromax bharat 2	 4.0" Screen	 2 MP Camera	 512MB RAM	 1300mAh Battery
 micromax canvas xpress 4g	 5.0" Screen	 8 MP Camera	 2GB RAM	 2000mAh Battery
 samsung galaxy s3 neo	 4.8" Screen	 8 MP Camera	 1.5GB RAM	 2100mAh Battery
 i7 trio	 2.0" Screen	 0.8 MP Camera	 1400mAh Battery
 samsung galaxy j2 ace	 5.0" Screen	 8 MP Camera	 1.5GB RAM	 2600mAh Battery
 honor view 10	 5.99" Screen	 Dual Camera	 6GB RAM	 3750mAh Battery
 sony xperia 4	 5.7" Screen	 Dual Camera	 4GB RAM	 2800mAh Battery
 blackberry x	 5.99" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 intex indie 6	 5.0" Screen	 8 MP Camera	 2GB RAM	 2400mAh Battery
 infocus 4	 5.2" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 micromax canvas infinity pro	 5.7" Screen	 16 MP Camera	 4GB RAM	 3000mAh Battery
 nokia 4	 5.7" Screen	 13 MP Camera	 3GB RAM	 8 MP Front Camera
 karbonn	 2.4" Screen	 1.3 MP Camera	 4000mAh Battery
 motorola z3	 6" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 honor	 6.09" Screen	 13 MP Camera	 3GB RAM	 3020mAh Battery
 ivoomi ipro	 4.95" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
	 2.4" Screen	 1.3 MP Camera	 6800mAh Battery
 zen max	 2.4" Screen	 0.3 MP Camera	 2800mAh Battery
	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 oppo neo 5	 4.5" Screen	 8 MP Camera	 1GB RAM	 2000mAh Battery
 lava kkt 40 power plus	 2.4" Screen	 1.3 MP Camera	 3000mAh Battery
 micromax canvas nitro	 5.0" Screen	 13 MP Camera	 2GB RAM	 2500mAh Battery
 panasonic eluga ray 600	 5.99" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 samsung galaxy core prime	 4.5" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 samsung galaxy	 6.7" Screen	 Triple Camera	 6GB RAM	 4000mAh Battery
 motorola one pro	 6.2" Screen	 Quad Camera	 4GB RAM	 3500mAh Battery
 motorola e4	 5.0" Screen	 8 MP Camera	 2GB RAM	 2800mAh Battery
 asus zenfone go 4.5	 4.5" Screen	 5 MP Camera	 1GB RAM	 2070mAh Battery
 k20	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 oppo neo 7	 5.0" Screen	 8 MP Camera	 1GB RAM	 2420mAh Battery
 nokia x plus	 4.0" Screen	 3 MP Camera	 768MB RAM	 1500mAh Battery
 coolpad cool play 6	 5.5" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 micromax canvas 6	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 sony xperia 20	 6.0" Screen	 Dual Camera	 4GB RAM	 3500mAh Battery
 motorola m	 5.5" Screen	 16 MP Camera	 3GB RAM	 3050mAh Battery
 google pixel 2 xl	 6.0" Screen	 12.2 MP Camera	 4GB RAM	 3520mAh Battery
 4g	 5" Screen	 5 MP Camera	 512MB RAM	 2200mAh Battery
 motorola moto g4 play	 5.0" Screen	 8 MP Camera	 2GB RAM	 2800mAh Battery
 huawei mate 20 x	 7.2" Screen	 Triple Camera	 6GB RAM	 5000mAh Battery
 nokia a1 plus	 6.01" Screen	 Triple Camera	 8GB RAM	 3900mAh Battery
 blackberry key2 lite	 4.5" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 plus	 1.8" Screen	 2.4 MP Camera	 1000mAh Battery
 samsung galaxy s8 edge	 5.7" Screen	 16 MP Camera	 6GB RAM	 4200mAh Battery
 micromax canvas 6 pro	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 karbonn k111	 2.4" Screen	 0.3 MP Camera	 2700mAh Battery	 0.3 MP Front Camera
	 2.4" Screen	 0.3 MP Camera	 32MB RAM	 1800mAh Battery
 coolpad mega 5	 5.7" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 a26	 0.66" Screen	 800mAh Battery
 htc one x9	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 samsung galaxy j5 prime	 5.0" Screen	 13 MP Camera	 3GB RAM	 2400mAh Battery
 honor bee 2	 4.5" Screen	 5 MP Camera	 1GB RAM	 2100mAh Battery
	 5.99" Screen	 Dual Camera	 6GB RAM	 10080mAh Battery
 karbonn k5 plus	 1.8" Screen	 0.3 MP Camera	 1750mAh Battery
 redmi pro 2	 6.39" Screen	 Triple Camera	 4GB RAM	 3600mAh Battery
 micromax canvas juice 4g	 5.0" Screen	 8 MP Camera	 2GB RAM	 4000mAh Battery
 samsung galaxy a8	 5.6" Screen	 16 MP Camera	 4GB RAM	 3000mAh Battery
 karbonn a9 indian 4g	 4.5" Screen	 5 MP Camera	 1GB RAM	 1750mAh Battery
 micromax	 5.0" Screen	 8 MP Camera	 2GB RAM	 2500mAh Battery
 p4	 1.8" Screen	 0.3 MP Camera	 850mAh Battery
 sony xperia xa1 ultra	 6.0" Screen	 23 MP Camera	 4GB RAM	 2700mAh Battery
 htc plus	 6.0" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 comio c2 lite	 5.0" Screen	 8 MP Camera	 1.5GB RAM	 3900mAh Battery
 intex eco selfie	 1.8" Screen	 0.3 MP Camera	 1800mAh Battery	 0.3 MP Front Camera
	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
	 1.4" Screen	 600mAh Battery
 meizu	 6.2" Screen	 Triple Camera	 6GB RAM	 4000mAh Battery
 huawei p20 lite	 6.4" Screen	 Quad Camera	 4GB RAM	 4000mAh Battery
 lava	 5.0" Screen	 5 MP Camera	 1GB RAM	 2500mAh Battery
 lg q stylus	 6.2" Screen	 16 MP Camera	 3GB RAM	 3300mAh Battery
 htc 11	 5.5" Screen	 12 MP Camera	 6GB RAM	 3000mAh Battery
 sony xperia m5 dual	 5.0" Screen	 21.5 MP Camera	 3GB RAM	 2600mAh Battery
 tecno camon	 5.5" Screen	 13 MP Camera	 2GB RAM	 3050mAh Battery
 infocus hero smart p4	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 blackberry	 4.5" Screen	 12 MP Camera	 3GB RAM	 3505mAh Battery
 samsung galaxy on7	 5.5" Screen	 13 MP Camera	 1.5GB RAM	 3000mAh Battery
 lyf water 8	 5.0" Screen	 13 MP Camera	 3GB RAM	 2600mAh Battery
 karbonn k flip	 2.4" Screen	 0.3 MP Camera	 800mAh Battery
 xolo era 5x	 5.7" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
	 6.2" Screen	 22.6 MP Camera	 6GB RAM	 3130mAh Battery
	 5.45" Screen	 5 MP Camera	 2GB RAM	 2500mAh Battery
 lg	 5.0" Screen	 8 MP Camera	 2GB RAM	 2500mAh Battery
 infinix 5	 5.98" Screen	 Dual Camera	 6GB RAM	 4350mAh Battery
 huawei mate lite	 6.26" Screen	 Quad Camera	 4GB RAM	 4000mAh Battery
 google pixel 3	 5.5" Screen	 12.2 MP Camera	 4GB RAM	 2915mAh Battery
	 1.4" Screen	 0.3 MP Camera	 32MB RAM	 800mAh Battery
 samsung galaxy m2	 6.2" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 nokia 5.1	 5.5" Screen	 16 MP Camera	 2GB RAM	 3000mAh Battery
 comio s1	 5.2" Screen	 13 MP Camera	 2GB RAM	 2700mAh Battery
 tecno i7	 5.5" Screen	 13 MP Camera	 4GB RAM	 4000mAh Battery
 karbonn	 1.8" Screen	 0.3 MP Camera	 800mAh Battery
 apple iphone 6 plus	 5.5" Screen	 8 MP Camera	 1GB RAM	 2915mAh Battery
	 2.8" Screen	 0.3 MP Camera	 800mAh Battery
 sony xperia l2	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 gionee f103	 5.0" Screen	 8 MP Camera	 2GB RAM	 2400mAh Battery
	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 apple iphone 8	 4.7" Screen	 12 MP Camera	 2GB RAM	 1821mAh Battery
 vivo	 6.3" Screen	 Dual Camera	 4GB RAM	 3315mAh Battery
 vivo z3	 6.3" Screen	 Dual Camera	 4GB RAM	 3315mAh Battery
 magic 1	 2.4" Screen	 0.3 MP Camera	 1200mAh Battery	 0.3 MP Front Camera
	 1.8" Screen	 0.3 MP Camera	 1050mAh Battery
 coolpad mega 5a	 5.45" Screen	 Dual Camera	 2GB RAM	 2500mAh Battery
 htc desire plus	 5.5" Screen	 13 MP Camera	 1GB RAM	 2600mAh Battery
 asus zenfone 2	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 lava captain n1 lite	 1.8" Screen	 800mAh Battery
 karbonn 1	 5.3" Screen	 5 MP Camera	 1GB RAM	 2300mAh Battery
 htc desire dual sim	 5.0" Screen	 13 MP Camera	 1GB RAM	 2000mAh Battery
 samsung galaxy s10 x	 6.7" Screen	 Triple Camera	 8GB RAM	 3500mAh Battery
 huawei mate 10 pro	 6.0" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 intex turbo s5	 2.4" Screen	 0.3 MP Camera	 1500mAh Battery
 htc	 6.2" Screen	 Dual Camera	 3GB RAM	 3500mAh Battery
 huawei smart	 6.21" Screen	 Dual Camera	 3GB RAM	 3400mAh Battery
 samsung galaxy j4 core	 6.0" Screen	 8 MP Camera	 1GB RAM	 3300mAh Battery
 htc x	 6.22" Screen	 Triple Camera	 4GB RAM	 3300mAh Battery
 panasonic p100	 5.0" Screen	 8 MP Camera	 1GB RAM	 2200mAh Battery
 coolpad mega 3	 5.5" Screen	 8 MP Camera	 2GB RAM	 3050mAh Battery
 infinix note 5 stylus	 5.93" Screen	 16 MP Camera	 4GB RAM	 4000mAh Battery
 lava prime x	 1.8" Screen	 0.3 MP Camera	 800mAh Battery
 motorola moto c	 5.0" Screen	 5 MP Camera	 1GB RAM	 2350mAh Battery
 micromax	 2.8" Screen	 0.3 MP Camera	 1000mAh Battery
 nubia	 5.99" Screen	 Dual Camera	 6GB RAM	 3350mAh Battery
 microsoft lumia xl dual sim	 5.7" Screen	 20 MP Camera	 3GB RAM	 3340mAh Battery
 6	 6.2" Screen	 Dual Camera	 6GB RAM	 5000mAh Battery
	 5.65" Screen	 Dual Camera	 2GB RAM	 3000mAh Battery
 a44	 5.45" Screen	 5 MP Camera	 1GB RAM	 2400mAh Battery
	 5.0" Screen	 13 MP Camera	 2GB RAM	 2500mAh Battery
 oneplus 7 pro	 6.67" Screen	 Triple Camera	 6GB RAM	 4000mAh Battery
 ivoomi iv smart 4g	 4.0" Screen	 2 MP Camera	 512MB RAM	 1800mAh Battery
