 vivo pro	 6.7" Screen	 Triple Camera	 8GB RAM	 4000mAh Battery
 coolpad cool 3 plus	 5.71" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 coolpad note 8	 5.99" Screen	 Dual Camera	 4GB RAM	 4100mAh Battery
 lenovo k3 note	 5.5" Screen	 13 MP Camera	 2GB RAM	 2900mAh Battery
 vivo y83 pro	 6.22" Screen	 Dual Camera	 4GB RAM	 3260mAh Battery
 nokia	 6.3" Screen	 Dual Camera	 8GB RAM	 4000mAh Battery
 samsung galaxy	 6.4" Screen	 Triple Camera	 3GB RAM	 4000mAh Battery
 lg v30 plus	 6.0" Screen	 Dual Camera	 4GB RAM	 3300mAh Battery
 samsung galaxy j7 nxt	 5.5" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 redmi max 4	 7.2" Screen	 Dual Camera	 4GB RAM	 5800mAh Battery
 samsung galaxy j5 prime	 5.0" Screen	 13 MP Camera	 2GB RAM	 2400mAh Battery
 samsung galaxy on nxt	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 lenovo k9 note	 5.99" Screen	 Dual Camera	 4GB RAM	 3760mAh Battery
 nokia 8	 5.3" Screen	 Dual Camera	 4GB RAM	 3090mAh Battery
 lenovo a5	 5.45" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 asus zenfone 5z	 6.2" Screen	 Dual Camera	 6GB RAM	 3300mAh Battery
 apple iphone xs max	 6.5" Screen	 Dual Camera	 4GB RAM	 3174mAh Battery
 redmi note 4	 5.5" Screen	 13 MP Camera	 3GB RAM	 4100mAh Battery
 motorola g7 power	 6.2" Screen	 12 MP Camera	 4GB RAM	 5000mAh Battery
 panasonic eluga z1	 6.19" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 honor 8x	 6.5" Screen	 Dual Camera	 6GB RAM	 3750mAh Battery
 lava z61	 5.45" Screen	 8 MP Camera	 1GB RAM	 3000mAh Battery
 realme 1	 6.0" Screen	 13 MP Camera	 6GB RAM	 3410mAh Battery
 honor 9 lite	 5.65" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 oppo a7	 6.2" Screen	 Dual Camera	 3GB RAM	 4230mAh Battery
 panasonic eluga z1 pro	 6.19" Screen	 Dual Camera	 4GB RAM	 4000mAh Battery
 motorola g7	 6.2" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 redmi 7 pro	 6.3" Screen	 Triple Camera	 3GB RAM	 3300mAh Battery
 nokia dual sim	 2.4" Screen	 2 MP Camera	 8MB RAM	 1100mAh Battery
 motorola moto g	 5.0" Screen	 13 MP Camera	 2GB RAM	 2470mAh Battery
 redmi note 5	 5.99" Screen	 12 MP Camera	 4GB RAM	 4000mAh Battery
 samsung galaxy s8 plus	 6.2" Screen	 12 MP Camera	 4GB RAM	 3500mAh Battery
 lava gem	 2.8" Screen	 0.3 MP Camera	 1750mAh Battery
 huawei mate pro	 6.71" Screen	 Triple Camera	 8GB RAM	 4500mAh Battery
 motorola g5s plus	 5.5" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 vivo y81	 6.22" Screen	 13 MP Camera	 4GB RAM	 3260mAh Battery
 huawei nova 3	 6.3" Screen	 Dual Camera	 6GB RAM	 3750mAh Battery
 motorola e5	 5.7" Screen	 13 MP Camera	 2GB RAM	 4000mAh Battery
 honor 7x	 5.93" Screen	 Dual Camera	 4GB RAM	 3340mAh Battery
 nokia 130	 1.8" Screen	 0.3 MP Camera	 4MB RAM	 1020mAh Battery
 samsung galaxy a8	 5.7" Screen	 16 MP Camera	 2GB RAM	 3050mAh Battery
 lava a7	 2.4" Screen	 0.3 MP Camera	 1750mAh Battery
 coolpad cool 3 plus	 5.71" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 huawei p20 lite	 5.84" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 g2	 6.18" Screen	 Dual Camera	 4GB RAM	 5000mAh Battery
 asus zenfone max pro m2	 6.26" Screen	 Dual Camera	 6GB RAM	 5000mAh Battery
 honor 7c	 5.99" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 redmi 4	 5.0" Screen	 13 MP Camera	 4GB RAM	 4100mAh Battery
 apple iphone xr	 6.1" Screen	 12 MP Camera	 3GB RAM	 2942mAh Battery
 panasonic	 5.34" Screen	 5 MP Camera	 1GB RAM	 2300mAh Battery
 samsung galaxy j7	 5.5" Screen	 13 MP Camera	 2GB RAM	 3300mAh Battery
 apple iphone	 4.0" Screen	 12 MP Camera	 2GB RAM	 1642mAh Battery
 samsung galaxy	 5.6" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 oppo f9 pro	 6.3" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 vivo v7	 5.7" Screen	 16 MP Camera	 4GB RAM	 3000mAh Battery
 vivo 2	 6.39" Screen	 Dual Camera	 10GB RAM	 3500mAh Battery
 lenovo a6000 plus	 5.0" Screen	 8 MP Camera	 2GB RAM	 2300mAh Battery
 redmi a3 lite	 6.2" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 micromax spark go	 5.0" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 vivo s1	 6.38" Screen	 Triple Camera	 6GB RAM	 4500mAh Battery
 micromax	 2.8" Screen	 0.3 MP Camera	 3000mAh Battery	 0.3 MP Front Camera
 nokia 8.1 plus	 6.22" Screen	 Dual Camera	 6GB RAM	 3700mAh Battery
 lenovo k8 plus	 5.2" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 vivo	 5.0" Screen	 8 MP Camera	 2GB RAM	 2500mAh Battery
 vivo	 6.39" Screen	 Triple Camera	 8GB RAM	 4000mAh Battery
 lenovo a5	 5.45" Screen	 13 MP Camera	 2GB RAM	 4000mAh Battery
 samsung galaxy j2 pro	 5.0" Screen	 8 MP Camera	 2GB RAM	 2600mAh Battery
 huawei nova 5	 6.39" Screen	 Quad Camera	 8GB RAM	 3500mAh Battery
 nokia edge	 5.2" Screen	 23 MP Camera	 3GB RAM	 3600mAh Battery
 vivo	 6.38" Screen	 Triple Camera	 6GB RAM	 4500mAh Battery
 samsung galaxy a9	 6.3" Screen	 Quad Camera	 8GB RAM	 3800mAh Battery
 samsung galaxy	 6.4" Screen	 Triple Camera	 6GB RAM	 3400mAh Battery
 nokia 2	 5.0" Screen	 8 MP Camera	 1GB RAM	 4100mAh Battery
 panasonic eluga ray 700	 5.5" Screen	 13 MP Camera	 3GB RAM	 5000mAh Battery
 asus 6z	 6.4" Screen	 Dual Camera	 8GB RAM	 5000mAh Battery
 lava one	 2.4" Screen	 0.3 MP Camera	 1000mAh Battery
 google pixel xl 2	 6.0" Screen	 12.2 MP Camera	 4GB RAM	 3520mAh Battery
 micromax evok dual note	 5.5" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 gionee p7 max	 5.5" Screen	 13 MP Camera	 3GB RAM	 3100mAh Battery
 oppo reno 10x zoom edition	 6.6" Screen	 Triple Camera	 8GB RAM	 4065mAh Battery
 apple iphone 6s	 4.7" Screen	 12 MP Camera	 2GB RAM	 1715mAh Battery
 motorola g6	 5.7" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 apple iphone 6s	 4.7" Screen	 12 MP Camera	 2GB RAM	 1715mAh Battery
 honor 20 pro	 6.26" Screen	 Quad Camera	 8GB RAM	 4000mAh Battery
 redmi 2 pro	 6.39" Screen	 Dual Camera	 12GB RAM	 4000mAh Battery
 redmi max 3	 6.9" Screen	 Dual Camera	 4GB RAM	 5500mAh Battery
 redmi 9 se	 5.97" Screen	 Triple Camera	 6GB RAM	 3070mAh Battery
 apple iphone 6s plus	 5.5" Screen	 12 MP Camera	 2GB RAM	 2750mAh Battery
 motorola moto g2	 5.0" Screen	 8 MP Camera	 1GB RAM	 2070mAh Battery
 google pixel 3 xl	 6.3" Screen	 12.2 MP Camera	 4GB RAM	 3430mAh Battery
 redmi 8 youth	 6.26" Screen	 Dual Camera	 4GB RAM	 3350mAh Battery
 redmi 5	 5.7" Screen	 12 MP Camera	 4GB RAM	 3300mAh Battery
 yu	 5.5" Screen	 13 MP Camera	 4GB RAM	 4000mAh Battery
 apple iphone 6s plus	 5.5" Screen	 12 MP Camera	 2GB RAM	 2750mAh Battery
 yu	 5.2" Screen	 21 MP Camera	 4GB RAM	 3000mAh Battery
 samsung galaxy on5	 5.0" Screen	 8 MP Camera	 1.5GB RAM	 2600mAh Battery
 mobiistar x1 notch	 5.7" Screen	 13 MP Camera	 2GB RAM	 3020mAh Battery
 google pixel 4 xl	 6.3" Screen	 Triple Camera	 6GB RAM	 3700mAh Battery
 vivo	 6.39" Screen	 Dual Camera	 12GB RAM	 4100mAh Battery
 lenovo vibe k5 note	 5.5" Screen	 13 MP Camera	 4GB RAM	 3500mAh Battery
 infinix hot	 6.2" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 micromax	 1.77" Screen	 0.3 MP Camera	 32MB RAM	 800mAh Battery
 realme 1	 6.0" Screen	 13 MP Camera	 4GB RAM	 3410mAh Battery
 panasonic nxt	 5.0" Screen	 8 MP Camera	 2GB RAM	 4000mAh Battery
 xolo era 4x	 5.45" Screen	 8 MP Camera	 1GB RAM	 3000mAh Battery
 samsung galaxy a7	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 nokia 2.2	 5.71" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 lava a3	 1.77" Screen	 0.3 MP Camera	 1750mAh Battery
 gionee a1	 5.5" Screen	 13 MP Camera	 4GB RAM	 4010mAh Battery
 sony xperia	 5.2" Screen	 23 MP Camera	 3GB RAM	 3300mAh Battery
 blackberry	 4.5" Screen	 13 MP Camera	 3GB RAM	 3450mAh Battery
 lenovo z5 pro	 6.39" Screen	 Dual Camera	 6GB RAM	 3350mAh Battery
 oneplus pro	 6.67" Screen	 Triple Camera	 6GB RAM	 4100mAh Battery
 lg g7 plus thinq	 6.1" Screen	 Dual Camera	 6GB RAM	 3000mAh Battery
 motorola moto e	 4.3" Screen	 5 MP Camera	 1GB RAM	 1980mAh Battery
 htc desire 10 pro	 5.5" Screen	 20 MP Camera	 4GB RAM	 3000mAh Battery
 samsung galaxy j3 pro	 5.0" Screen	 8 MP Camera	 2GB RAM	 2600mAh Battery
 nokia 5.1 plus	 5.86" Screen	 Dual Camera	 4GB RAM	 3060mAh Battery
 tecno camon i4	 6.2" Screen	 Triple Camera	 4GB RAM	 3500mAh Battery
 honor 8x max	 7.12" Screen	 Dual Camera	 4GB RAM	 5000mAh Battery
 poco f1	 6.18" Screen	 Dual Camera	 8GB RAM	 4000mAh Battery
 vivo z10	 5.99" Screen	 16 MP Camera	 4GB RAM	 3225mAh Battery
 lenovo k8 note	 5.5" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 motorola x4	 5.2" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 blackberry key2	 4.5" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 intex turbo plus 4g	 2.4" Screen	 2 MP Camera	 512MB RAM	 2000mAh Battery
 apple iphone 6	 4.7" Screen	 8 MP Camera	 1GB RAM	 1810mAh Battery
 redmi play	 5.84" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 sony xperia	 6.5" Screen	 Triple Camera	 6GB RAM	 3300mAh Battery
 nokia 105	 1.4" Screen	 384KB RAM	 800mAh Battery
 k1	 5.0" Screen	 5 MP Camera	 1GB RAM	 2200mAh Battery
 vivo pro	 6.41" Screen	 Dual Camera	 6GB RAM	 3700mAh Battery
 micromax infinity	 6.19" Screen	 Dual Camera	 2GB RAM	 4000mAh Battery
 oppo reno lite	 6.5" Screen	 Dual Camera	 4GB RAM	 3910mAh Battery
 vivo plus	 6.41" Screen	 Triple Camera	 8GB RAM	 4500mAh Battery
 huawei pro	 6.26" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 tecno camon 2	 6.2" Screen	 Dual Camera	 4GB RAM	 3750mAh Battery
 vivo	 5.5" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 vivo neo	 6.38" Screen	 Triple Camera	 6GB RAM	 4500mAh Battery
 samsung galaxy	 6.4" Screen	 Dual Camera	 3GB RAM	 6000mAh Battery
 google pixel 3	 5.5" Screen	 12.2 MP Camera	 4GB RAM	 2915mAh Battery
	 5.45" Screen	 Dual Camera	 2GB RAM	 2400mAh Battery
 apple iphone 8 plus	 5.5" Screen	 Dual Camera	 3GB RAM	 2675mAh Battery
 redmi 5	 5.7" Screen	 12 MP Camera	 3GB RAM	 3300mAh Battery
 panasonic eluga x1	 6.18" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 apple iphone xs max	 6.5" Screen	 Dual Camera	 4GB RAM	 3174mAh Battery
 vivo v9 pro	 6.3" Screen	 Dual Camera	 4GB RAM	 3260mAh Battery
 k9	 5.99" Screen	 Dual Camera	 2GB RAM	 2800mAh Battery
 vivo	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 samsung galaxy j5	 5.2" Screen	 13 MP Camera	 2GB RAM	 3100mAh Battery
 oppo	 6.53" Screen	 Dual Camera	 6GB RAM	 4020mAh Battery
 motorola one	 5.9" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 vivo	 6.28" Screen	 Dual Camera	 6GB RAM	 3200mAh Battery
 lenovo vibe note	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 redmi 8 se	 5.88" Screen	 Dual Camera	 4GB RAM	 3120mAh Battery
 micromax dual 4	 5.2" Screen	 Dual Camera	 4GB RAM	 2730mAh Battery
 gionee power	 6.0" Screen	 13 MP Camera	 4GB RAM	 5000mAh Battery
 vivo z1	 6.26" Screen	 Dual Camera	 4GB RAM	 3260mAh Battery
 redmi 4a	 5.0" Screen	 13 MP Camera	 3GB RAM	 3120mAh Battery
 vivo	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 asus zenfone max	 5.5" Screen	 13 MP Camera	 2GB RAM	 5000mAh Battery
 micromax x1i pop	 1.8" Screen	 0.3 MP Camera	 0.3 MP Front Camera
 vivo	 6.4" Screen	 Triple Camera	 4GB RAM	 5000mAh Battery
	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery	 0.3 MP Front Camera
 htc x	 6.22" Screen	 Triple Camera	 3GB RAM	 3300mAh Battery
 mobiistar c1 lite	 5.34" Screen	 5 MP Camera	 1GB RAM	 2700mAh Battery
 nokia 6	 6.39" Screen	 Triple Camera	 6GB RAM	 3300mAh Battery
 motorola	 6.2" Screen	 Triple Camera	 4GB RAM	 3500mAh Battery
 apple iphone xs	 5.8" Screen	 Dual Camera	 4GB RAM	 2658mAh Battery
 redmi 2	 6.39" Screen	 Dual Camera	 12GB RAM	 4000mAh Battery
 panasonic	 5.0" Screen	 8 MP Camera	 1GB RAM	 2300mAh Battery
 sony xperia r1	 5.2" Screen	 13 MP Camera	 2GB RAM	 2620mAh Battery
 honor 10	 5.84" Screen	 Dual Camera	 6GB RAM	 3400mAh Battery
 nubia x	 6.26" Screen	 Dual Camera	 6GB RAM	 3800mAh Battery
 lava kkt jumbo 2	 2.8" Screen	 0.3 MP Camera	 4000mAh Battery
 honor 7c	 5.99" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 motorola g6	 5.7" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 lenovo	 6.39" Screen	 Triple Camera	 4GB RAM	 3300mAh Battery
 apple iphone 6s	 4.7" Screen	 12 MP Camera	 2GB RAM	 1715mAh Battery
 lg q stylus plus	 6.2" Screen	 16 MP Camera	 4GB RAM	 3300mAh Battery
 motorola g5 plus	 5.2" Screen	 12 MP Camera	 4GB RAM	 3000mAh Battery
 sony xperia plus	 6.0" Screen	 23 MP Camera	 4GB RAM	 3580mAh Battery
 oppo r17	 6.4" Screen	 Dual Camera	 8GB RAM	 3500mAh Battery
 g	 5.5" Screen	 Dual Camera	 4GB RAM	 4000mAh Battery
 lava a1	 1.8" Screen	 800mAh Battery
 lg thinq	 6.4" Screen	 Triple Camera	 6GB RAM	 3300mAh Battery
 samsung galaxy j2	 4.7" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 nokia 6	 5.5" Screen	 16 MP Camera	 3GB RAM	 3000mAh Battery
 samsung galaxy plus	 6.0" Screen	 Dual Camera	 4GB RAM	 3500mAh Battery
 karbonn metal	 2.8" Screen	 0.3 MP Camera	 3000mAh Battery	 0.3 MP Front Camera
 honor view 20	 6.4" Screen	 48 MP Camera	 8GB RAM	 4000mAh Battery
 nokia 3	 5.0" Screen	 8 MP Camera	 2GB RAM	 2630mAh Battery
 redmi 3	 6.39" Screen	 Dual Camera	 6GB RAM	 3200mAh Battery
 samsung	 4.2" Screen	 Dual Camera	 6GB RAM	 3070mAh Battery
 poco f1 edition	 6.18" Screen	 Dual Camera	 8GB RAM	 4000mAh Battery
 redmi 4	 5.0" Screen	 13 MP Camera	 2GB RAM	 4100mAh Battery
 1	 2.8" Screen	 8MB RAM	 1480mAh Battery
 vivo	 6.0" Screen	 8 MP Camera	 2GB RAM	 3360mAh Battery
 nokia 3.1	 5.2" Screen	 13 MP Camera	 2GB RAM	 2990mAh Battery
 redmi y1 lite	 5.5" Screen	 13 MP Camera	 2GB RAM	 3080mAh Battery
 oppo a71	 5.2" Screen	 13 MP Camera	 3GB RAM	 3010mAh Battery
 oneplus 5	 5.5" Screen	 Dual Camera	 8GB RAM	 3300mAh Battery
 infinix hot 8	 6.23" Screen	 Dual Camera	 4GB RAM	 4100mAh Battery
	 4.0" Screen	 5 MP Camera	 1GB RAM	 2300mAh Battery
 lenovo vibe k5 plus	 5.0" Screen	 13 MP Camera	 3GB RAM	 2750mAh Battery
 motorola moto c plus	 5.0" Screen	 8 MP Camera	 2GB RAM	 4000mAh Battery
 oppo	 6.4" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 samsung galaxy on5 pro	 5.0" Screen	 8 MP Camera	 2GB RAM	 2600mAh Battery
 infinix note 5	 5.99" Screen	 12 MP Camera	 4GB RAM	 4500mAh Battery
 micromax canvas doodle 3 a102	 6.0" Screen	 5 MP Camera	 1GB RAM	 2500mAh Battery
 alcatel	 6.0" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 realme a1	 6.2" Screen	 Dual Camera	 2GB RAM	 4200mAh Battery
 redmi	 6.4" Screen	 Triple Camera	 6GB RAM	 3300mAh Battery
 samsung galaxy j2	 5.0" Screen	 8 MP Camera	 1.5GB RAM	 2600mAh Battery
	 2.4" Screen	 0.3 MP Camera	 1800mAh Battery
 samsung galaxy s10 plus	 6.4" Screen	 Triple Camera	 8GB RAM	 4100mAh Battery
 oppo f1	 5.0" Screen	 13 MP Camera	 3GB RAM	 2500mAh Battery
	 1.4" Screen	 850mAh Battery
 coolpad note 5	 5.5" Screen	 13 MP Camera	 4GB RAM	 4010mAh Battery
 samsung galaxy j5	 5.0" Screen	 13 MP Camera	 1.5GB RAM	 2600mAh Battery
 sony xperia r1 plus	 5.2" Screen	 13 MP Camera	 3GB RAM	 2620mAh Battery
	 2.4" Screen	 0.3 MP Camera	 8000mAh Battery
 blackberry	 5.4" Screen	 18 MP Camera	 3GB RAM	 3410mAh Battery
 samsung galaxy note 3	 5.7" Screen	 13 MP Camera	 3GB RAM	 3200mAh Battery
 xolo zx	 6.22" Screen	 Dual Camera	 4GB RAM	 3260mAh Battery
 vivo	 5.2" Screen	 13 MP Camera	 3GB RAM	 2730mAh Battery
 yu ace	 5.45" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 meizu c9	 5.45" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 lenovo pro	 6.39" Screen	 Quad Camera	 6GB RAM	 4000mAh Battery
 nokia 230 dual sim	 2.8" Screen	 2 MP Camera	 16MB RAM	 1200mAh Battery
 oppo	 6.28" Screen	 Dual Camera	 6GB RAM	 3450mAh Battery
 vivo y3	 6.35" Screen	 Triple Camera	 4GB RAM	 5000mAh Battery
 samsung galaxy trend	 4" Screen	 3 MP Camera	 512MB RAM	 1500mAh Battery
 htc desire plus	 6.2" Screen	 Triple Camera	 4GB RAM	 3850mAh Battery
 apple iphone se 2	 4.5" Screen	 12 MP Camera	 2GB RAM	 1750mAh Battery
 yu yureka	 5.0" Screen	 13 MP Camera	 4GB RAM	 3000mAh Battery
 redmi 9 edition	 6.39" Screen	 Triple Camera	 12GB RAM	 3300mAh Battery
 huawei nova 4	 6.4" Screen	 Triple Camera	 8GB RAM	 3750mAh Battery
 redmi	 6.1" Screen	 Dual Camera	 6GB RAM	 3350mAh Battery
	 1.8" Screen	 0.3 MP Camera	 1000mAh Battery
 lenovo k6 power	 5.0" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 oppo	 6.1" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 samsung galaxy j2 pro	 5.0" Screen	 8 MP Camera	 1GB RAM	 2600mAh Battery
 gionee f205 pro	 5.45" Screen	 13 MP Camera	 2GB RAM	 3000mAh Battery
 oneplus 3	 5.5" Screen	 16 MP Camera	 6GB RAM	 3000mAh Battery
	 1.44" Screen	 800mAh Battery
	 1.8" Screen	 0.3 MP Camera	 800mAh Battery
 apple iphone 6	 4.7" Screen	 8 MP Camera	 1GB RAM	 1810mAh Battery
 huawei prime	 5.45" Screen	 13 MP Camera	 2GB RAM	 3020mAh Battery
 infinix note 6	 6.01" Screen	 Triple Camera	 4GB RAM	 4000mAh Battery
 nokia	 5.99" Screen	 Penta Camera	 8GB RAM	 4000mAh Battery
 vivo	 5.0" Screen	 8 MP Camera	 2GB RAM	 2350mAh Battery
 micromax bharat 5	 5.2" Screen	 5 MP Camera	 1GB RAM	 5000mAh Battery
 oppo a83	 5.7" Screen	 13 MP Camera	 2GB RAM	 3180mAh Battery
 samsung galaxy s9 plus	 6.2" Screen	 Dual Camera	 6GB RAM	 3500mAh Battery
 lyf flame 8	 4.5" Screen	 8 MP Camera	 1GB RAM	 2000mAh Battery
 samsung galaxy j7	 5.5" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 samsung galaxy on7 prime	 5.5" Screen	 13 MP Camera	 4GB RAM	 3300mAh Battery
 honor 10 lite	 6.21" Screen	 Dual Camera	 6GB RAM	 3400mAh Battery
 samsung guru	 1.8" Screen	 1000mAh Battery
 lava spark	 2.8" Screen	 1.3 MP Camera	 1200mAh Battery
	 1.77" Screen	 1000mAh Battery
 vivo z1 lite	 6.26" Screen	 Dual Camera	 4GB RAM	 3260mAh Battery
 redmi max 4 pro	 7.2" Screen	 Dual Camera	 4GB RAM	 5800mAh Battery
 samsung galaxy j5 pro	 5.2" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 redmi max 3 pro	 6.9" Screen	 Dual Camera	 6GB RAM	 5450mAh Battery
 micromax canvas 2 plus	 5.7" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 micromax x424 plus	 1.8" Screen	 0.3 MP Camera	 1750mAh Battery	 0.3 MP Front Camera
 coolpad cool 3	 5.71" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 oppo f7	 6.23" Screen	 16 MP Camera	 6GB RAM	 3400mAh Battery
 micromax	 2.4" Screen	 0.3 MP Camera	 1700mAh Battery	 0.3 MP Front Camera
 mobiistar	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 oppo	 6.5" Screen	 Dual Camera	 4GB RAM	 5000mAh Battery
 nokia 8	 5.5" Screen	 Dual Camera	 6GB RAM	 3260mAh Battery
 apple iphone se	 4.0" Screen	 12 MP Camera	 2GB RAM	 1642mAh Battery
 huawei prime	 5.99" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 samsung galaxy s9	 5.8" Screen	 12 MP Camera	 4GB RAM	 3000mAh Battery
 lg q6	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 apple iphone se	 4.0" Screen	 12 MP Camera	 2GB RAM	 1642mAh Battery
	 1.8" Screen	 0.3 MP Camera	 600mAh Battery
 gionee p5 mini	 4.5" Screen	 5 MP Camera	 1GB RAM	 1850mAh Battery
 motorola g6 play	 5.7" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 oneplus 5	 5.5" Screen	 Dual Camera	 6GB RAM	 3300mAh Battery
 v9	 5.85" Screen	 Dual Camera	 3GB RAM	 3000mAh Battery
 lenovo vibe k5 plus	 5.0" Screen	 13 MP Camera	 2GB RAM	 2750mAh Battery
 tecno camon i	 5.45" Screen	 13 MP Camera	 2GB RAM	 3050mAh Battery
 lg g6	 5.7" Screen	 Dual Camera	 4GB RAM	 3300mAh Battery
 nokia 3.2	 6.26" Screen	 13 MP Camera	 3GB RAM	 4000mAh Battery
 lenovo vibe k5 note	 5.5" Screen	 13 MP Camera	 4GB RAM	 3500mAh Battery
 google pixel 4	 5.7" Screen	 Triple Camera	 6GB RAM	 2800mAh Battery
 oppo find x2	 6.5" Screen	 Dual Camera	 12GB RAM	 3900mAh Battery
 nokia 10	 6.0" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 tecno camon 2	 5.5" Screen	 Dual Camera	 2GB RAM	 3050mAh Battery
 micromax canvas 5	 5.2" Screen	 13 MP Camera	 3GB RAM	 2900mAh Battery
 redmi	 5.99" Screen	 Dual Camera	 6GB RAM	 4000mAh Battery
 gionee long	 2.6" Screen	 1.3 MP Camera	 8MB RAM	 3000mAh Battery
 micromax bharat 4	 5.0" Screen	 5 MP Camera	 1GB RAM	 2500mAh Battery
 redmi	 5.0" Screen	 13 MP Camera	 2GB RAM	 3120mAh Battery
 vivo	 4.5" Screen	 5 MP Camera	 1GB RAM	 1900mAh Battery
 lenovo a1000	 4.0" Screen	 5 MP Camera	 1GB RAM	 2000mAh Battery
 gionee f205	 5.45" Screen	 8 MP Camera	 2GB RAM	 2670mAh Battery
 lenovo z5	 5.99" Screen	 Dual Camera	 6GB RAM	 3300mAh Battery
 infocus vision 3	 5.7" Screen	 Dual Camera	 2GB RAM	 4000mAh Battery
 tecno camon i4	 6.2" Screen	 Triple Camera	 3GB RAM	 3500mAh Battery
 xolo era 4x	 5.45" Screen	 8 MP Camera	 2GB RAM	 3000mAh Battery
 redmi note 6	 6.26" Screen	 Dual Camera	 3GB RAM	 4000mAh Battery
 samsung galaxy a7	 5.7" Screen	 16 MP Camera	 3GB RAM	 3600mAh Battery
 apple iphone xs	 5.8" Screen	 Dual Camera	 4GB RAM	 2658mAh Battery
 sony xperia	 6.0" Screen	 19 MP Camera	 4GB RAM	 3330mAh Battery
 lg thinq	 6.4" Screen	 Triple Camera	 6GB RAM	 4000mAh Battery
 gionee lite	 5.7" Screen	 Dual Camera	 4GB RAM	 3030mAh Battery
 gionee a1 plus	 6.0" Screen	 Dual Camera	 4GB RAM	 4550mAh Battery
 samsung galaxy j7 nxt	 5.5" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 karbonn k9 smart plus	 5.45" Screen	 5 MP Camera	 1GB RAM	 2800mAh Battery
 lava z61	 5.45" Screen	 8 MP Camera	 2GB RAM	 3000mAh Battery
 samsung galaxy j7 prime 2	 5.5" Screen	 13 MP Camera	 3GB RAM	 3300mAh Battery
 gionee	 5.5" Screen	 13 MP Camera	 3GB RAM	 3150mAh Battery
	 5.0" Screen	 2 MP Camera	 1GB RAM	 2050mAh Battery
 panasonic eluga ray 530	 5.7" Screen	 13 MP Camera	 3GB RAM	 3000mAh Battery
 redmi y1	 5.5" Screen	 13 MP Camera	 4GB RAM	 3080mAh Battery
 motorola g7 plus	 6.24" Screen	 Dual Camera	 4GB RAM	 3000mAh Battery
 panasonic eluga x1 pro	 6.18" Screen	 Dual Camera	 6GB RAM	 3000mAh Battery
